,id,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,runtime,original_language,year
973,1301470,Go For Broke,重生,2024-08-16,0,65388937,0.8471,6.0,13,115,zh,2024
975,539972,Kraven the Hunter,Kraven the Hunter,2024-12-11,130000000,62076533,22.1217,6.435,2411,127,en,2024
976,1273472,Honey Money Phony,“骗骗”喜欢你,2024-12-20,0,61098500,1.4538,6.1,19,115,zh,2024
977,1097549,Babygirl,Babygirl,2024-12-25,20000000,60934894,18.2258,5.715,1251,115,en,2024
978,1289601,Life After Fighting,Life After Fighting,2024-06-07,234325,59530099,2.6835,7.185,84,126,en,2024
979,1207123,White Snake: Afloat,白蛇3：浮生,2024-07-30,0,59307515,4.8357,8.053,38,133,zh,2024
980,1064213,Anora,Anora,2024-10-14,6000000,56286295,19.9155,7.076,3297,139,en,2024
981,1225862,The Last Frenzy,末路狂花钱,2024-05-01,0,55200000,1.2899,5.654,26,107,zh,2024
982,1072342,Night Swim,Night Swim,2024-01-03,15000000,54785387,4.4338,5.514,874,98,en,2024
983,811941,Devara: Part 1,Devara: Part 1,2024-09-26,31764000,54216867,3.4389,6.9,218,175,te,2024
984,1241320,Kingdom: Return of the Great General,キングダム 大将軍の帰還,2024-07-12,0,54114815,2.8304,6.8,675,146,ja,2024
985,437342,The First Omen,The First Omen,2024-04-03,30000000,53992802,6.1831,6.813,1348,119,en,2024
986,995926,"I, the Executioner",베테랑 2,2024-09-13,0,53453611,2.1955,7.0,101,118,ko,2024
987,1138194,Heretic,Heretic,2024-10-31,10000000,51913394,16.1599,6.971,2758,111,en,2024
988,1033462,Bureau 749,749局,2024-10-01,0,51706251,18.7868,6.4,111,123,zh,2024
989,1086747,The Watchers,The Watchers,2024-06-06,30000000,51147812,5.5159,6.354,1660,102,en,2024
990,998846,Back to Black,Back to Black,2024-04-11,30000000,51001975,3.3146,6.668,725,122,en,2024
991,549509,The Brutalist,The Brutalist,2024-12-20,9600000,50145227,18.6109,6.951,1706,215,en,2024
992,719221,Tarot,Tarot,2024-05-01,8000000,49256239,5.2866,6.345,1432,92,en,2024
993,1010600,The Strangers: Chapter 1,The Strangers: Chapter 1,2024-05-15,8500000,48166448,5.5619,5.679,812,91,en,2024
994,1129608,The Greatest of All Time,த கிரேட்டஸ்ட் ஆஃப் ஆல் டைம்,2024-09-05,36000000,47700000,1.7476,4.733,43,183,ta,2024
995,1241486,Decoded,解密,2024-07-25,0,47219400,1.4308,6.208,24,156,zh,2024
996,840705,Blink Twice,Blink Twice,2024-08-21,20000000,46393906,13.3766,6.676,1968,103,en,2024
997,980599,Bhool Bhulaiyaa 3,भूल भुलैया 3,2024-11-01,17600000,45700000,1.4431,5.4,44,158,hi,2024
998,1004096,Son of a Rich 2,Холоп 2,2024-01-01,8300000,44459991,0.8605,6.433,60,119,ru,2024
999,1014214,Singham Again,सिंघम अगेन,2024-11-01,41100000,43800000,4.0002,5.1,43,145,hi,2024
1000,980477,Ne Zha 2,哪吒之魔童闹海,2025-01-29,80000000,2259822417,23.2132,8.152,774,144,zh,2025
1001,1084242,Zootopia 2,Zootopia 2,2025-11-26,150000000,1868208796,52.9144,7.684,3173,108,en,2025
1002,83533,Avatar: Fire and Ash,Avatar: Fire and Ash,2025-12-17,350000000,1490477656,100.9911,7.635,3985,198,en,2025
1003,552524,Lilo & Stitch,Lilo & Stitch,2025-05-17,100000000,1038027526,26.0683,7.194,2221,108,en,2025
1004,950387,A Minecraft Movie,A Minecraft Movie,2025-03-31,150000000,960387780,30.8207,6.251,3152,101,en,2025
1005,1234821,Jurassic World Rebirth,Jurassic World Rebirth,2025-06-23,180000000,869146189,54.7494,6.276,3575,134,en,2025
1006,1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,2025-07-18,20000000,733030221,190.4972,8.41,1338,156,ja,2025
1007,1729016,The Yoshi Movie,The Yoshi Movie,2025-11-22,200000,670000000,0.088,0.0,0,90,en,2025
1008,1087192,How to Train Your Dragon,How to Train Your Dragon,2025-06-06,150000000,636351148,32.733,7.934,2993,125,en,2025
1009,911430,F1,F1,2025-06-25,300000000,634142436,35.1599,7.817,4344,156,en,2025
1010,1061474,Superman,Superman,2025-07-09,225000000,618723803,42.46,7.3,5140,130,en,2025
1011,575265,Mission: Impossible - The Final Reckoning,Mission: Impossible - The Final Reckoning,2025-05-17,400000000,598767057,28.4715,7.2,2986,170,en,2025
1012,967941,Wicked: For Good,Wicked: For Good,2025-11-19,150000000,539042601,18.0318,6.627,1079,137,en,2025
1013,617126,The Fantastic 4: First Steps,The Fantastic 4: First Steps,2025-07-23,200000000,521858728,47.746,6.958,3570,115,en,2025
1014,1357305,Detective Chinatown 1900,唐探1900,2025-01-29,0,500282092,2.9843,6.263,99,135,zh,2025
1016,1038392,The Conjuring: Last Rites,The Conjuring: Last Rites,2025-09-03,55000000,499256445,24.2394,7.0,2011,136,en,2025
1017,1500536,Dead to Rights,南京照相馆,2025-07-19,20000000,422785908,2.8932,8.036,84,137,zh,2025
1018,822119,Captain America: Brave New World,Captain America: Brave New World,2025-02-12,180000000,415101577,44.874,5.966,3209,119,en,2025
1019,1368166,The Housemaid,The Housemaid,2025-12-18,35000000,399644671,43.0386,7.273,2740,131,en,2025
1020,986056,Thunderbolts*,Thunderbolts*,2025-04-30,180000000,382436917,36.1114,7.299,3754,127,en,2025
1021,1233413,Sinners,Sinners,2025-04-16,100000000,371368759,36.5038,7.502,4878,138,en,2025
1022,574475,Final Destination Bloodlines,Final Destination Bloodlines,2025-05-14,50000000,317854739,26.7239,7.042,2984,110,en,2025
1023,1709464,The Wizard of Oz at Sphere,The Wizard of Oz at Sphere,2025-08-28,100000000,300000000,0.6468,0.0,0,75,en,2025
1024,1321624,731,731,2025-09-18,0,273896228,3.8397,5.4,22,125,zh,2025
1025,1078605,Weapons,Weapons,2025-08-04,38000000,269972492,23.2565,7.255,3674,129,en,2025
1026,425274,Now You See Me: Now You Don't,Now You See Me: Now You Don't,2025-11-12,90000000,243700000,25.1316,6.482,1695,112,en,2025
1027,1175942,The Bad Guys 2,The Bad Guys 2,2025-07-24,80000000,239676236,33.6994,7.625,838,104,en,2025
1028,1228246,Five Nights at Freddy's 2,Five Nights at Freddy's 2,2025-12-03,36000000,239568877,17.0025,6.622,1076,104,en,2025
1029,1304434,Nobody,浪浪山小妖怪,2025-08-02,0,215367669,6.3522,7.9,82,118,zh,2025
1030,1054867,One Battle After Another,One Battle After Another,2025-09-23,175000000,209377100,28.6336,7.346,3972,162,en,2025
1031,447273,Snow White,Snow White,2025-03-19,271600000,205679463,21.8623,4.282,1690,109,en,2025
1032,1218925,Chainsaw Man - The Movie: Reze Arc,劇場版 チェンソーマン レゼ篇,2025-09-19,4100000,191400000,27.1722,8.48,1051,100,ja,2025
1033,1317288,Marty Supreme,Marty Supreme,2025-12-19,65000000,191303074,23.1595,7.374,2006,150,en,2025
1034,1242898,Predator: Badlands,Predator: Badlands,2025-11-05,105000000,184500000,34.4185,7.827,3396,107,en,2025
1035,1419406,The Shadow's Edge,捕风追影,2025-08-16,0,174400000,60.3205,7.922,1037,142,zh,2025
1036,1155281,Creation of the Gods II: Demon Force,封神第二部：战火西岐,2025-01-29,120000000,172619925,9.0923,6.5,134,145,zh,2025
1037,1396965,Detective Conan: One-Eyed Flashback,名探偵コナン 隻眼の残像,2025-04-18,0,166061012,6.9071,7.2,52,109,ja,2025
1038,991494,The SpongeBob Movie: Search for SquarePants,The SpongeBob Movie: Search for SquarePants,2025-12-16,64000000,163197450,21.1101,6.838,327,88,en,2025
1039,1022787,Elio,Elio,2025-06-18,150000000,154291182,13.0078,6.9,1059,98,en,2025
1040,1125257,Freakier Friday,Freakier Friday,2025-08-06,42000000,153176952,8.6909,6.8,761,110,en,2025
1041,1100988,28 Years Later,28 Years Later,2025-06-18,60000000,151308832,23.5712,6.617,2722,115,en,2025
1042,774370,Dog Man,Dog Man,2025-01-24,40000000,145603415,10.6528,7.426,377,89,en,2025
1043,533533,TRON: Ares,TRON: Ares,2025-10-08,220000000,142249983,20.86,6.464,1524,119,en,2025
1044,1272149,Bridget Jones: Mad About the Boy,Bridget Jones: Mad About the Boy,2025-02-12,50000000,140431671,10.387,6.366,558,124,en,2025
1045,541671,Ballerina,Ballerina,2025-06-04,90000000,137408107,21.1516,7.267,2811,125,en,2025
1046,1291608,Dhurandhar,धुरंधर,2025-12-05,24000000,136599112,13.6088,7.292,330,214,hi,2025
1047,1234731,Anaconda,Anaconda,2025-12-24,45000000,135148320,20.6297,5.845,1312,100,en,2025
1048,1379266,Kokuho,国宝,2025-06-06,8000000,134421151,3.6049,7.802,91,174,ja,2025
1049,696506,Mickey 17,Mickey 17,2025-02-28,118000000,133542263,19.9999,6.8,3731,137,en,2025
1050,1197137,Black Phone 2,Black Phone 2,2025-10-15,30000000,132675749,11.5943,6.7,1249,114,en,2025
1051,936108,Smurfs,Smurfs,2025-06-30,58000000,124157356,9.4874,5.754,278,89,en,2025
1052,1011477,Karate Kid: Legends,Karate Kid: Legends,2025-05-08,45000000,117105466,12.1647,6.973,1247,94,en,2025
1053,1136867,Materialists,Materialists,2025-06-12,20000000,107949056,13.0653,6.286,1378,116,en,2025
1054,1289936,Downton Abbey: The Grand Finale,Downton Abbey: The Grand Finale,2025-09-10,50000000,107929546,9.6912,7.048,281,123,en,2025
1055,858024,Hamnet,Hamnet,2025-11-26,30000000,107756183,23.7924,7.716,1478,125,en,2025
1056,1377650,Boonie Bears: Future Reborn,熊出没·重启未来,2025-01-29,40000000,104582715,4.1306,8.3,6,107,zh,2025
1057,870028,The Accountant²,The Accountant²,2025-04-23,80000000,103223366,11.4224,7.079,1853,133,en,2025
1058,1035259,The Naked Gun,The Naked Gun,2025-07-30,42000000,102147396,13.6652,6.371,1860,85,en,2025
1059,1087891,The Amateur,The Amateur,2025-04-09,60000000,96000836,16.467,6.926,1676,123,en,2025
1060,1328803,Prisoner of War,Prisoner of War,2025-09-19,2000000,94700000,7.5293,7.137,197,113,en,2025
1061,1083637,Kantara - A Legend: Chapter 1,ಕಾಂತಾರ: ಅಧ್ಯಾಯ - ೧,2025-10-01,14000000,91000000,6.2033,7.18,89,165,kn,2025
1062,1327862,Regretting You,Regretting You,2025-10-22,30000000,90452948,14.5648,7.107,502,116,en,2025
1063,1185528,Legends of the Condor Heroes: The Gallants,射雕英雄传：侠之大者,2025-01-29,0,89406052,5.8125,7.144,101,147,zh,2025
1064,1197306,A Working Man,A Working Man,2025-03-26,40000000,89400711,21.4527,6.687,2017,116,en,2025
1065,1356587,The Lychee Road,长安的荔枝,2025-07-12,0,86734269,1.714,7.152,46,122,zh,2025
1066,1167307,David,David,2025-12-14,60900000,85865995,15.1478,8.0,169,109,en,2025
1067,1127110,Diablo,Diablo,2025-06-13,0,85000000,4.3429,7.299,249,91,en,2025
1068,1196943,Chhaava,छावा,2025-02-14,15500000,84000000,2.043,7.06,58,161,hi,2025
1069,1181107,The King of Kings,The King of Kings,2025-04-07,25200000,83612781,5.0881,8.307,205,102,en,2025
1071,1280282,Gabby's Dollhouse: The Movie,Gabby's Dollhouse: The Movie,2025-09-13,32000000,80322142,7.4105,6.813,88,98,en,2025
1072,1472638,Buen Camino,Buen Camino,2025-12-25,28100000,73797878,3.202,6.269,593,90,it,2025
1073,798645,The Running Man,The Running Man,2025-11-11,110000000,69000000,26.3293,6.765,1782,133,en,2025
1074,1124620,The Monkey,The Monkey,2025-02-10,10000000,68871071,9.6803,5.974,1401,97,en,2025
1075,1144107,The Legend of Hei 2,罗小黑战记 2,2025-07-18,0,67216848,17.5776,8.532,62,119,zh,2025
1076,1083433,I Know What You Did Last Summer,I Know What You Did Last Summer,2025-07-16,18000000,64808120,8.322,5.648,828,111,en,2025
1077,1241634,Saiyaara,सैयारा,2025-07-18,5500000,63539300,4.843,6.406,144,150,hi,2025
1079,604079,The Long Walk,The Long Walk,2025-09-10,20000000,63103084,21.8069,6.869,1738,108,en,2025
1080,604685,Den of Thieves 2: Pantera,Den of Thieves 2: Pantera,2025-01-08,40000000,58371508,5.2121,6.589,835,144,en,2025
1081,1153399,Coolie,கூலி,2025-08-13,43000000,57917990,3.0499,6.201,87,170,ta,2025
1082,1371185,Song Sung Blue,Song Sung Blue,2025-12-15,30000000,57889762,6.4011,7.364,276,133,en,2025
1083,1233066,Manitou's Canoe,Das Kanu des Manitu,2025-08-14,0,57840726,1.4424,6.7,181,89,de,2025
1084,1232546,Until Dawn,Until Dawn,2025-04-23,15000000,54105064,8.0463,6.274,1504,103,en,2025
1085,1280330,Operation Hadal,蛟龙行动,2025-01-26,0,53750000,2.2477,7.4,16,146,zh,2025
1086,1241924,The Dumpling Queen,水饺皇后,2025-04-30,0,52777038,1.5501,6.8,17,120,zh,2025
1087,1139695,She's Got No Name,酱园弄·悬案,2025-06-14,0,52327026,1.4571,4.455,11,96,zh,2025
1088,1267905,The Roses,The Roses,2025-08-27,30000000,51989385,5.4259,6.65,730,105,en,2025
1089,1280672,One of Them Days,One of Them Days,2025-01-16,14000000,51896264,3.655,6.689,301,97,en,2025
1090,1305653,Dongji Rescue,东极岛,2025-08-08,80000000,50155648,4.0816,7.981,54,134,zh,2025
1091,1693620,VIDEOMINUTO,VIDEOMINUTO,2025-07-02,20000000,50000000,0.3934,10.0,1,1,en,2025
1092,945801,A Writer's Odyssey 2,刺杀小说家2,2025-10-01,0,49870646,2.4062,5.3,17,144,zh,2025
1093,1356454,Gezhi Town,得闲谨制,2025-12-06,0,49627843,2.4066,6.9,53,122,zh,2025
1094,1126166,Flight Risk,Flight Risk,2025-01-22,25000000,48703174,8.083,5.919,1192,91,en,2025
1095,1230368,Springsteen: Deliver Me from Nowhere,Springsteen: Deliver Me from Nowhere,2025-10-22,55000000,45240624,3.9224,6.638,322,120,en,2025
1096,1539104,JUJUTSU KAISEN: Execution,劇場版 呪術廻戦「渋谷事変 特別編集版」×「死滅回游 先行上映」,2025-11-07,0,44457030,18.291,6.0,109,88,ja,2025
1097,1408208,Exit 8,８番出口,2025-08-29,1400000,43892680,12.8375,7.012,647,95,ja,2025
1098,1233575,Black Bag,Black Bag,2025-03-12,50000000,43887905,7.2784,6.368,1296,94,en,2025
1099,701387,Bugonia,Bugonia,2025-10-23,55000000,43500000,18.7952,7.302,2167,119,en,2025
